year,country,country_code,opponent,goals_scored,goals_conceded,open_play_goals,own_goals,penalty_goals,result,round,date,red_cards,teams_in_tournament
2004,Germany,GER,Czechia,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2004-06-23,0,16
2004,Czechia,CZE,Germany,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2004-06-23,0,16
2004,Netherlands,NED,Latvia,3.0,0.0,2.0,0,1,win,GROUP_STANDINGS,2004-06-23,0,16
2004,Latvia,LVA,Netherlands,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2004-06-23,0,16
2004,Denmark,DEN,Sweden,2.0,2.0,1.0,0,1,draw,GROUP_STANDINGS,2004-06-22,0,16
2004,Sweden,SWE,Denmark,2.0,2.0,2.0,0,0,draw,GROUP_STANDINGS,2004-06-22,0,16
2004,Italy,ITA,Bulgaria,2.0,1.0,1.0,0,1,win,GROUP_STANDINGS,2004-06-22,0,16
2004,Bulgaria,BUL,Italy,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2004-06-22,0,16
2004,Croatia,CRO,England,2.0,4.0,2.0,0,0,loss,GROUP_STANDINGS,2004-06-21,0,16
2004,England,ENG,Croatia,4.0,2.0,4.0,0,0,win,GROUP_STANDINGS,2004-06-21,0,16
2004,Switzerland,SUI,France,1.0,3.0,1.0,0,0,loss,GROUP_STANDINGS,2004-06-21,0,16
2004,France,FRA,Switzerland,3.0,1.0,3.0,0,0,win,GROUP_STANDINGS,2004-06-21,0,16
2004,Russia,RUS,Greece,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2004-06-20,0,16
2004,Greece,GRE,Russia,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2004-06-20,0,16
2004,Spain,ESP,Portugal,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2004-06-20,0,16
2004,Portugal,POR,Spain,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2004-06-20,0,16
2004,Netherlands,NED,Czechia,2.0,3.0,2.0,0,0,loss,GROUP_STANDINGS,2004-06-19,1,16
2004,Czechia,CZE,Netherlands,3.0,2.0,3.0,0,0,win,GROUP_STANDINGS,2004-06-19,1,16
2004,Latvia,LVA,Germany,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2004-06-19,0,16
2004,Germany,GER,Latvia,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2004-06-19,0,16
2004,Italy,ITA,Sweden,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2004-06-18,0,16
2004,Sweden,SWE,Italy,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2004-06-18,0,16
2004,Bulgaria,BUL,Denmark,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2004-06-18,1,16
2004,Denmark,DEN,Bulgaria,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2004-06-18,1,16
2004,Croatia,CRO,France,2.0,2.0,0.0,1,1,draw,GROUP_STANDINGS,2004-06-17,0,16
2004,France,FRA,Croatia,2.0,2.0,2.0,0,0,draw,GROUP_STANDINGS,2004-06-17,0,16
2004,England,ENG,Switzerland,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2004-06-17,1,16
2004,Switzerland,SUI,England,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2004-06-17,1,16
2004,Russia,RUS,Portugal,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2004-06-16,1,16
2004,Portugal,POR,Russia,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2004-06-16,1,16
2004,Greece,GRE,Spain,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2004-06-16,0,16
2004,Spain,ESP,Greece,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2004-06-16,0,16
2004,Germany,GER,Netherlands,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2004-06-15,0,16
2004,Netherlands,NED,Germany,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2004-06-15,0,16
2004,Czechia,CZE,Latvia,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2004-06-15,0,16
2004,Latvia,LVA,Czechia,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2004-06-15,0,16
2004,Sweden,SWE,Bulgaria,5.0,0.0,4.0,0,1,win,GROUP_STANDINGS,2004-06-14,0,16
2004,Bulgaria,BUL,Sweden,0.0,5.0,0.0,0,0,loss,GROUP_STANDINGS,2004-06-14,0,16
2004,Denmark,DEN,Italy,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2004-06-14,0,16
2004,Italy,ITA,Denmark,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2004-06-14,0,16
2004,France,FRA,England,2.0,1.0,1.0,0,1,win,GROUP_STANDINGS,2004-06-13,0,16
2004,England,ENG,France,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2004-06-13,0,16
2004,Switzerland,SUI,Croatia,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2004-06-13,1,16
2004,Croatia,CRO,Switzerland,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2004-06-13,1,16
2004,Spain,ESP,Russia,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2004-06-12,1,16
2004,Russia,RUS,Spain,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2004-06-12,1,16
2004,Portugal,POR,Greece,1.0,2.0,0.0,0,1,loss,GROUP_STANDINGS,2004-06-12,0,16
2004,Greece,GRE,Portugal,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2004-06-12,0,16
2008,Germany,GER,Spain,0.0,1.0,0.0,0,0,loss,FINAL,2008-06-29,0,16
2008,Spain,ESP,Germany,1.0,0.0,1.0,0,0,win,FINAL,2008-06-29,0,16
2008,Russia,RUS,Spain,0.0,3.0,0.0,0,0,loss,SEMIFINAL,2008-06-26,0,16
2008,Spain,ESP,Russia,3.0,0.0,3.0,0,0,win,SEMIFINAL,2008-06-26,0,16
2008,Germany,GER,Turkey,3.0,2.0,3.0,0,0,win,SEMIFINAL,2008-06-25,0,16
2008,Turkey,TUR,Germany,2.0,3.0,2.0,0,0,loss,SEMIFINAL,2008-06-25,0,16
2008,Spain,ESP,Italy,0.0,0.0,0.0,0,0,draw,QUARTER_FINALS,2008-06-22,0,16
2008,Italy,ITA,Spain,0.0,0.0,0.0,0,0,draw,QUARTER_FINALS,2008-06-22,0,16
2008,Netherlands,NED,Russia,1.0,3.0,1.0,0,0,loss,QUARTER_FINALS,2008-06-21,0,16
2008,Russia,RUS,Netherlands,3.0,1.0,3.0,0,0,win,QUARTER_FINALS,2008-06-21,0,16
2008,Croatia,CRO,Turkey,1.0,1.0,1.0,0,0,draw,QUARTER_FINALS,2008-06-20,0,16
2008,Turkey,TUR,Croatia,1.0,1.0,1.0,0,0,draw,QUARTER_FINALS,2008-06-20,0,16
2008,Portugal,POR,Germany,2.0,3.0,2.0,0,0,loss,QUARTER_FINALS,2008-06-19,0,16
2008,Germany,GER,Portugal,3.0,2.0,3.0,0,0,win,QUARTER_FINALS,2008-06-19,0,16
2008,Russia,RUS,Sweden,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2008-06-18,0,16
2008,Sweden,SWE,Russia,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-18,0,16
2008,Greece,GRE,Spain,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2008-06-18,0,16
2008,Spain,ESP,Greece,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2008-06-18,0,16
2008,France,FRA,Italy,0.0,2.0,-1.0,0,1,loss,GROUP_STANDINGS,2008-06-17,1,16
2008,Italy,ITA,France,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2008-06-17,1,16
2008,Netherlands,NED,Romania,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2008-06-17,0,16
2008,Romania,ROU,Netherlands,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-17,0,16
2008,Austria,AUT,Germany,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-16,0,16
2008,Germany,GER,Austria,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2008-06-16,0,16
2008,Poland,POL,Croatia,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-16,0,16
2008,Croatia,CRO,Poland,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2008-06-16,0,16
2008,Turkey,TUR,Czechia,3.0,2.0,3.0,0,0,win,GROUP_STANDINGS,2008-06-15,1,16
2008,Czechia,CZE,Turkey,2.0,3.0,2.0,0,0,loss,GROUP_STANDINGS,2008-06-15,1,16
2008,Switzerland,SUI,Portugal,2.0,0.0,1.0,0,1,win,GROUP_STANDINGS,2008-06-15,0,16
2008,Portugal,POR,Switzerland,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-15,0,16
2008,Greece,GRE,Russia,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-14,0,16
2008,Russia,RUS,Greece,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2008-06-14,0,16
2008,Sweden,SWE,Spain,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2008-06-14,0,16
2008,Spain,ESP,Sweden,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2008-06-14,0,16
2008,Netherlands,NED,France,4.0,1.0,4.0,0,0,win,GROUP_STANDINGS,2008-06-13,0,16
2008,France,FRA,Netherlands,1.0,4.0,1.0,0,0,loss,GROUP_STANDINGS,2008-06-13,0,16
2008,Italy,ITA,Romania,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2008-06-13,0,16
2008,Romania,ROU,Italy,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2008-06-13,0,16
2008,Austria,AUT,Poland,1.0,1.0,0.0,0,1,draw,GROUP_STANDINGS,2008-06-12,0,16
2008,Poland,POL,Austria,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2008-06-12,0,16
2008,Croatia,CRO,Germany,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2008-06-12,1,16
2008,Germany,GER,Croatia,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2008-06-12,1,16
2008,Switzerland,SUI,Turkey,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2008-06-11,0,16
2008,Turkey,TUR,Switzerland,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2008-06-11,0,16
2008,Czechia,CZE,Portugal,1.0,3.0,1.0,0,0,loss,GROUP_STANDINGS,2008-06-11,0,16
2008,Portugal,POR,Czechia,3.0,1.0,3.0,0,0,win,GROUP_STANDINGS,2008-06-11,0,16
2008,Greece,GRE,Sweden,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-10,0,16
2008,Sweden,SWE,Greece,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2008-06-10,0,16
2008,Spain,ESP,Russia,4.0,1.0,4.0,0,0,win,GROUP_STANDINGS,2008-06-10,0,16
2008,Russia,RUS,Spain,1.0,4.0,1.0,0,0,loss,GROUP_STANDINGS,2008-06-10,0,16
2008,Netherlands,NED,Italy,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2008-06-09,0,16
2008,Italy,ITA,Netherlands,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-09,0,16
2008,Romania,ROU,France,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2008-06-09,0,16
2008,France,FRA,Romania,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2008-06-09,0,16
2008,Germany,GER,Poland,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2008-06-08,0,16
2008,Poland,POL,Germany,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-08,0,16
2008,Austria,AUT,Croatia,0.0,1.0,-1.0,0,1,loss,GROUP_STANDINGS,2008-06-08,0,16
2008,Croatia,CRO,Austria,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2008-06-08,0,16
2008,Portugal,POR,Turkey,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2008-06-07,0,16
2008,Turkey,TUR,Portugal,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-07,0,16
2008,Switzerland,SUI,Czechia,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2008-06-07,0,16
2008,Czechia,CZE,Switzerland,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2008-06-07,0,16
2012,Spain,ESP,Italy,4.0,0.0,4.0,0,0,win,FINAL,2012-07-01,0,16
2012,Italy,ITA,Spain,0.0,4.0,0.0,0,0,loss,FINAL,2012-07-01,0,16
2012,Germany,GER,Italy,1.0,2.0,0.0,0,1,loss,SEMIFINAL,2012-06-28,0,16
2012,Italy,ITA,Germany,2.0,1.0,2.0,0,0,win,SEMIFINAL,2012-06-28,0,16
2012,Portugal,POR,Spain,0.0,0.0,0.0,0,0,draw,SEMIFINAL,2012-06-27,0,16
2012,Spain,ESP,Portugal,0.0,0.0,0.0,0,0,draw,SEMIFINAL,2012-06-27,0,16
2012,England,ENG,Italy,0.0,0.0,0.0,0,0,draw,QUARTER_FINALS,2012-06-24,0,16
2012,Italy,ITA,England,0.0,0.0,0.0,0,0,draw,QUARTER_FINALS,2012-06-24,0,16
2012,Spain,ESP,France,2.0,0.0,1.0,0,1,win,QUARTER_FINALS,2012-06-23,0,16
2012,France,FRA,Spain,0.0,2.0,0.0,0,0,loss,QUARTER_FINALS,2012-06-23,0,16
2012,Germany,GER,Greece,4.0,2.0,3.0,0,1,win,QUARTER_FINALS,2012-06-22,0,16
2012,Greece,GRE,Germany,2.0,4.0,2.0,0,0,loss,QUARTER_FINALS,2012-06-22,0,16
2012,Czechia,CZE,Portugal,0.0,1.0,0.0,0,0,loss,QUARTER_FINALS,2012-06-21,0,16
2012,Portugal,POR,Czechia,1.0,0.0,1.0,0,0,win,QUARTER_FINALS,2012-06-21,0,16
2012,Sweden,SWE,France,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2012-06-19,0,16
2012,France,FRA,Sweden,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2012-06-19,0,16
2012,England,ENG,Ukraine,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2012-06-19,0,16
2012,Ukraine,UKR,England,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2012-06-19,0,16
2012,Italy,ITA,Ireland,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2012-06-18,1,16
2012,Ireland,IRL,Italy,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2012-06-18,1,16
2012,Croatia,CRO,Spain,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2012-06-18,0,16
2012,Spain,ESP,Croatia,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2012-06-18,0,16
2012,Denmark,DEN,Germany,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2012-06-17,0,16
2012,Germany,GER,Denmark,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2012-06-17,0,16
2012,Portugal,POR,Netherlands,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2012-06-17,0,16
2012,Netherlands,NED,Portugal,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2012-06-17,0,16
2012,Greece,GRE,Russia,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2012-06-16,0,16
2012,Russia,RUS,Greece,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2012-06-16,0,16
2012,Czechia,CZE,Poland,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2012-06-16,0,16
2012,Poland,POL,Czechia,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2012-06-16,0,16
2012,Sweden,SWE,England,2.0,3.0,1.0,1,0,loss,GROUP_STANDINGS,2012-06-15,0,16
2012,England,ENG,Sweden,3.0,2.0,3.0,0,0,win,GROUP_STANDINGS,2012-06-15,0,16
2012,Ukraine,UKR,France,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2012-06-15,0,16
2012,France,FRA,Ukraine,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2012-06-15,0,16
2012,Spain,ESP,Ireland,4.0,0.0,4.0,0,0,win,GROUP_STANDINGS,2012-06-14,0,16
2012,Ireland,IRL,Spain,0.0,4.0,0.0,0,0,loss,GROUP_STANDINGS,2012-06-14,0,16
2012,Italy,ITA,Croatia,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2012-06-14,0,16
2012,Croatia,CRO,Italy,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2012-06-14,0,16
2012,Netherlands,NED,Germany,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2012-06-13,0,16
2012,Germany,GER,Netherlands,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2012-06-13,0,16
2012,Denmark,DEN,Portugal,2.0,3.0,2.0,0,0,loss,GROUP_STANDINGS,2012-06-13,0,16
2012,Portugal,POR,Denmark,3.0,2.0,3.0,0,0,win,GROUP_STANDINGS,2012-06-13,0,16
2012,Poland,POL,Russia,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2012-06-12,0,16
2012,Russia,RUS,Poland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2012-06-12,0,16
2012,Greece,GRE,Czechia,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2012-06-12,0,16
2012,Czechia,CZE,Greece,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2012-06-12,0,16
2012,Ukraine,UKR,Sweden,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2012-06-11,0,16
2012,Sweden,SWE,Ukraine,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2012-06-11,0,16
2012,France,FRA,England,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2012-06-11,0,16
2012,England,ENG,France,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2012-06-11,0,16
2012,Ireland,IRL,Croatia,1.0,3.0,1.0,0,0,loss,GROUP_STANDINGS,2012-06-10,0,16
2012,Croatia,CRO,Ireland,3.0,1.0,3.0,0,0,win,GROUP_STANDINGS,2012-06-10,0,16
2012,Spain,ESP,Italy,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2012-06-10,0,16
2012,Italy,ITA,Spain,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2012-06-10,0,16
2012,Germany,GER,Portugal,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2012-06-09,0,16
2012,Portugal,POR,Germany,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2012-06-09,0,16
2012,Netherlands,NED,Denmark,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2012-06-09,0,16
2012,Denmark,DEN,Netherlands,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2012-06-09,0,16
2012,Russia,RUS,Czechia,4.0,1.0,4.0,0,0,win,GROUP_STANDINGS,2012-06-08,0,16
2012,Czechia,CZE,Russia,1.0,4.0,1.0,0,0,loss,GROUP_STANDINGS,2012-06-08,0,16
2012,Poland,POL,Greece,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2012-06-08,2,16
2012,Greece,GRE,Poland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2012-06-08,2,16
2016,Portugal,POR,France,1.0,0.0,1.0,0,0,win,FINAL,2016-07-10,0,24
2016,France,FRA,Portugal,0.0,1.0,0.0,0,0,loss,FINAL,2016-07-10,0,24
2016,Germany,GER,France,0.0,2.0,-1.0,0,1,loss,SEMIFINAL,2016-07-07,0,24
2016,France,FRA,Germany,2.0,0.0,2.0,0,0,win,SEMIFINAL,2016-07-07,0,24
2016,Portugal,POR,Wales,2.0,0.0,2.0,0,0,win,SEMIFINAL,2016-07-06,0,24
2016,Wales,WAL,Portugal,0.0,2.0,0.0,0,0,loss,SEMIFINAL,2016-07-06,0,24
2016,France,FRA,Iceland,5.0,2.0,5.0,0,0,win,QUARTER_FINALS,2016-07-03,0,24
2016,Iceland,ISL,France,2.0,5.0,2.0,0,0,loss,QUARTER_FINALS,2016-07-03,0,24
2016,Germany,GER,Italy,1.0,1.0,0.0,0,1,draw,QUARTER_FINALS,2016-07-02,0,24
2016,Italy,ITA,Germany,1.0,1.0,1.0,0,0,draw,QUARTER_FINALS,2016-07-02,0,24
2016,Wales,WAL,Belgium,3.0,1.0,3.0,0,0,win,QUARTER_FINALS,2016-07-01,0,24
2016,Belgium,BEL,Wales,1.0,3.0,1.0,0,0,loss,QUARTER_FINALS,2016-07-01,0,24
2016,Poland,POL,Portugal,1.0,1.0,1.0,0,0,draw,QUARTER_FINALS,2016-06-30,0,24
2016,Portugal,POR,Poland,1.0,1.0,1.0,0,0,draw,QUARTER_FINALS,2016-06-30,0,24
2016,England,ENG,Iceland,1.0,2.0,0.0,0,1,loss,ROUND_OF_16,2016-06-27,0,24
2016,Iceland,ISL,England,2.0,1.0,2.0,0,0,win,ROUND_OF_16,2016-06-27,0,24
2016,Italy,ITA,Spain,2.0,0.0,2.0,0,0,win,ROUND_OF_16,2016-06-27,0,24
2016,Spain,ESP,Italy,0.0,2.0,0.0,0,0,loss,ROUND_OF_16,2016-06-27,0,24
2016,Hungary,HUN,Belgium,0.0,4.0,0.0,0,0,loss,ROUND_OF_16,2016-06-26,0,24
2016,Belgium,BEL,Hungary,4.0,0.0,4.0,0,0,win,ROUND_OF_16,2016-06-26,0,24
2016,Germany,GER,Slovakia,3.0,0.0,3.0,0,0,win,ROUND_OF_16,2016-06-26,0,24
2016,Slovakia,SVK,Germany,0.0,3.0,0.0,0,0,loss,ROUND_OF_16,2016-06-26,0,24
2016,France,FRA,Ireland,2.0,1.0,1.0,0,1,win,ROUND_OF_16,2016-06-26,1,24
2016,Ireland,IRL,France,1.0,2.0,1.0,0,0,loss,ROUND_OF_16,2016-06-26,1,24
2016,Croatia,CRO,Portugal,0.0,1.0,0.0,0,0,loss,ROUND_OF_16,2016-06-25,0,24
2016,Portugal,POR,Croatia,1.0,0.0,1.0,0,0,win,ROUND_OF_16,2016-06-25,0,24
2016,Wales,WAL,Northern Ireland,1.0,0.0,0.0,1,0,win,ROUND_OF_16,2016-06-25,0,24
2016,Northern Ireland,NIR,Wales,0.0,1.0,0.0,0,0,loss,ROUND_OF_16,2016-06-25,0,24
2016,Switzerland,SUI,Poland,1.0,1.0,1.0,0,0,draw,ROUND_OF_16,2016-06-25,0,24
2016,Poland,POL,Switzerland,1.0,1.0,1.0,0,0,draw,ROUND_OF_16,2016-06-25,0,24
2016,Sweden,SWE,Belgium,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-22,0,24
2016,Belgium,BEL,Sweden,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-22,0,24
2016,Italy,ITA,Ireland,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-22,0,24
2016,Ireland,IRL,Italy,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-22,0,24
2016,Hungary,HUN,Portugal,3.0,3.0,3.0,0,0,draw,GROUP_STANDINGS,2016-06-22,0,24
2016,Portugal,POR,Hungary,3.0,3.0,3.0,0,0,draw,GROUP_STANDINGS,2016-06-22,0,24
2016,Iceland,ISL,Austria,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-22,0,24
2016,Austria,AUT,Iceland,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2016-06-22,0,24
2016,Croatia,CRO,Spain,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-21,0,24
2016,Spain,ESP,Croatia,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2016-06-21,0,24
2016,Czechia,CZE,Turkey,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-21,0,24
2016,Turkey,TUR,Czechia,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-21,0,24
2016,Northern Ireland,NIR,Germany,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-21,0,24
2016,Germany,GER,Northern Ireland,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-21,0,24
2016,Ukraine,UKR,Poland,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-21,0,24
2016,Poland,POL,Ukraine,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-21,0,24
2016,Slovakia,SVK,England,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-20,0,24
2016,England,ENG,Slovakia,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-20,0,24
2016,Russia,RUS,Wales,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-20,0,24
2016,Wales,WAL,Russia,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2016-06-20,0,24
2016,Switzerland,SUI,France,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-19,0,24
2016,France,FRA,Switzerland,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-19,0,24
2016,Romania,ROU,Albania,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-19,0,24
2016,Albania,ALB,Romania,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-19,0,24
2016,Portugal,POR,Austria,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-18,0,24
2016,Austria,AUT,Portugal,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-18,0,24
2016,Iceland,ISL,Hungary,1.0,1.0,-1.0,1,1,draw,GROUP_STANDINGS,2016-06-18,0,24
2016,Hungary,HUN,Iceland,1.0,1.0,1.0,0,0,draw,GROUP_STANDINGS,2016-06-18,0,24
2016,Belgium,BEL,Ireland,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2016-06-18,0,24
2016,Ireland,IRL,Belgium,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-18,0,24
2016,Spain,ESP,Turkey,3.0,0.0,3.0,0,0,win,GROUP_STANDINGS,2016-06-17,0,24
2016,Turkey,TUR,Spain,0.0,3.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-17,0,24
2016,Czechia,CZE,Croatia,2.0,2.0,1.0,0,1,draw,GROUP_STANDINGS,2016-06-17,0,24
2016,Croatia,CRO,Czechia,2.0,2.0,2.0,0,0,draw,GROUP_STANDINGS,2016-06-17,0,24
2016,Italy,ITA,Sweden,1.0,0.0,1.0,0,0,win,GROUP_STANDINGS,2016-06-17,0,24
2016,Sweden,SWE,Italy,0.0,1.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-17,0,24
2016,Germany,GER,Poland,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-16,0,24
2016,Poland,POL,Germany,0.0,0.0,0.0,0,0,draw,GROUP_STANDINGS,2016-06-16,0,24
2016,Ukraine,UKR,Northern Ireland,0.0,2.0,0.0,0,0,loss,GROUP_STANDINGS,2016-06-16,0,24
2016,Northern Ireland,NIR,Ukraine,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-16,0,24
2016,England,ENG,Wales,2.0,1.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-16,0,24
2016,Wales,WAL,England,1.0,2.0,1.0,0,0,loss,GROUP_STANDINGS,2016-06-16,0,24
2016,France,FRA,Albania,2.0,0.0,2.0,0,0,win,GROUP_STANDINGS,2016-06-15,0,24
